S.No.,Jokes
16575,Look, I don't know how else to put this but your baby is just hideous. We were all thinking it but I drew the short straw. More water?
16576,You know what keeps me up at night? Pauly Shore has turned down more hot women than I will ever, ever meet. Pauly. Shore.
16577,I bet some of the Crusaders were just random guys who refused to admit that they were lost.
16578,I'm no accountant but I'm thinking if you sold your Escalade, you could probably afford a lawnmower. Maybe even some paint for the house.
16579,When I was young, my dad told me chocolate milk came from brown cows. I really envied little black breastfed babies after that.
16580,This article says 80% of men feel confident being naked in front of a woman. Twitter says the rest prefer being naked in front of a donut.
16581,Told a homeless guy sorry I was saving to buy a house. He got mad and threw his cup of change at me, so now I'm... $3.75 closer to my dream!
16582,few things sound worse than getting smurfed in 3D
16583,When life hands you melons, make sure you squeeze them fast before you get slapped.
16584,Why wasn't the sequel to The Fast and the Furious called Bi-fast Bi-Curious?
16585,I thought of you last night while I was doing the dishes. Dirty right? Yep. That's right. Dishes were totally filthy.
16586,"Wow, you look like shit this morning." "Really? That's funny because I was totally going for the urination look."
16587,Finally got a phone at my desk. In related news, thanks to me, 56 random people are running to catch their refrigerators.
16588,Now I know why they call it Whole Foods. It took a whole hour to spend my whole paycheck and they can kiss my whole ass.
16589,How exactly was a black hole sun supposed to wash away the rain, Soundgarden?
16590,No I LITERALLY want to butter your hot cherry muffin. A euphe-what? Listen to Miss Community College over there.
16591,People, today, I met and chatted up a super-hot stripper at Walmart. Sorry, there's no punch line - I'm still too shocked to write one.
16592,I've looked all over the Google and "fuck you sideways" is not French for anything, Sir.
16593,"This is gonna be so awful, and everyone's least favorite, yet .0001 of the population will keep it in demand." - Inventor of licorice
16594,Guys. GUYS! Every issue of National Geographic is now on DVD-ROM. FINALLY! God I've missed masturbating to sweet aborigine pancake titties!
16595,I wonder if a ghost has ever watched me masturbate.
16596,If I'm going to be this awake at 2:30 in the morning, I might as well go guard a factory or something.
16597,Is "humpty dumpty" another way of saying "fuck and forget"?
16598,19 people got trampled at the Berlin Love Parade?! That's like if the War on Terror resulted in more terrorists!
16599,Temperatures last night dropped into the high 80s. Flannel PJs and a heavy down comforter kept my teeth from chattering too loudly.
16600,I can't believe this guy took time away from his busy schedule of commenting on YouTube videos to make my McDonald's order wrong.
16601,Finally saw "The Price Is Right" with the new host. Maybe it's the glasses, but Drew Barrymore looks really different.
16602,This bottle of OxyClean says "GREAT ON WINE AND TOMATO SAUCE". Call me crazy, but I think they're trying to poison Italians?
16603,Direct quote from my daughter: "I know horses can play soccer really well because they're fast." Thank god she's pretty.
16604,No I don't watch Mad Men. If I wanted to pretend like it was fifty years ago I'd just go to a Tea Party Rally.
16605,It seems kid of arbitrary that people want their skin to be tan and their teeth to be white. In Opposite Land, I must be a fuckin' hottie.
16606,Back in my day, Nintendo Wii meant you peed your pants because you wouldn't move for hours playing Super Mario Bros.
16607,Is it normal for your right testicle to be larger than your other two?
16608,A lot of people have a fear of flying. Not me. I have a fear of crashing and dying. #pussies #imbrave
16609,In the game of poker, you have to play the hand you're dealt. Unless it's a literal hand. Then it's a redeal.
16610,Enjoying Starbucks' free WiFi with my MacBook and flannel shirt while listening to a band you've probably never heard of.
16611,If Oscar De La Toya Jackson isn't the best drag queen name ever, I don't know what I'm doing in these heels and boxing gloves anymore.
16612,Fajita poop, fajita poop! How dreadful are thy splashes!
16613,This is by far the most pointless Tweet ever.
16614,Count Chocula is undead to me.
16615,Could Jesus make a nerd so nerdy that even he couldn't resist giving him a wedgie?
16616,If my mouth could get pregnant, an entire box of fudge-pops would be taking paternity tests.
16617,Why does Bruce Willis always play the bald guy?
16618,Coaching my son's soccer team, I thought moms would be all over me - no! They are always, "The popsicles are for AFTER the game." Bitches.
16619,Pretty sure that Twitter is not one of the seven habits of highly effective people.
16620,I figured out Inception, guys. The whole thing was really a movie.
16621,Today sucks but I really shouldn't complain. I've got it good compared to...well, dead people.
16622,My dentist is hysterical:"just let me put the tip in. It won't hurt. I have drugs to numb the pain" Ha. should go see him professionally!
16623,Just dropped the kids off at the pool. Totally embarrassed them by peeing on them.
16624,Why don't bald guys with beards just walk upside down?
16625,Do these Daisy Dukes make my trash look White?
16626,No matter how bad my head hurts, I bet Lindsay Lohan is jealous of my hangover.
16627,My three-year-old daughter said to me, "You should go back to college to learn more about being nice."
16628,It's my wife's birthday tomorrow. She never says anything, but I know it hurts that she gets less gifts because of how close Christmas is.
16629,She blinded me with Science. Okay, it was pepper spray.
16630,Dropped a Q-tip, but I caught it before it hit the ground. The ninja behind me said, "Whoa." Then we high-fived.
16631,Judge should've sentenced Lindsay Lohan to watch her own movies... oh wait, that's cruel & unusual punishment.
16632,At what point in time were cats being stored in bags so frequently that they had to come up with the phrase: "the cat's out of the bag"?
16633,The most dire of Jay-Z's 99 problems is his inability to properly delegate minor problems.
16634,If they made a movie of my life it would be a lot of me looking for something to wipe my hands on.
16635,Whip cream bikinis are cool but please don't wear chicken gravy again. That's just wrong.
16636,My phone auto-fills FUCKLULZ. Do I get my own bot now?
16637,You think life as a woman is hard? Try peeing with an erection.
16638,Here, let me show you the proper way to micromanage.
16639,I just gave my secretary a baby shower. Well, a potential baby shower. If you know what I mean.
16640,I opened what I thought was a can of whoop-ass, but it turned out to be Whoomp! And there it is, all over my floor.
16641,Man.. These croutons are the best thing since dried bread!
16642,I want to name my next pet Peeve.
16643,I like the song "I want to be a billionaire" because it's about a millionaire wanting to be 1000 times richer. Sweet.
16644,Wife has a fever. Daughter has a fever. Neither are of the "disco" variety.
16645,I'm going to get a sleeve tattoo of a farmers tan.
16646,I can go from 2 to 0 testicles in 1.0 spiders.
16647,My daughter asked me if opposite day is real. I said yes. Because, you know. Opposite.
16648,I'm the cat whisperer. because I whisper, "I could kill you with my bare hands" to them daily.
16649,So far, too much day and too little hump.
16650,I imagine Jesus' first few attempts at walking on water to be little more than a frantic run and belly flop
16651,Has anyone even thought to look in San Diego for Carmen Sandiego? Think about it, it's a little *too* obvious. Which means it's perfect.
16652,Milky Way is Snicker's nut-less, gay little brother.
16653,Matthew Broderick just became the "mare" of Sarah Jessica Parker on Horsesquare.
16654,No need to fight over me, ladies. I'm perfectly capable of disappointing all of you sexually.
16655,I always keep two kinds of birth control available: condoms (cling wrap), and "fancy" condoms (condoms).
16656,The Flintstones becomes an entirely different show when you consider Fred & Barney probably weren't wearing underwear.
16657,I'm actually surprised Sarah Palin has fewer than 200,000 Twitter followers, or, as she calls them, "Birdy-word-numberees."
16658,How did "Hans Solo" not catch on as an euphemism for masturbation?
16659,If life hands you lemons, you are anthropomorphizing. In some way, you've handed those lemons to yourself.
16660,Let's try something different: How about anonymous white people arguing with one another viciously on the internet? Has that been tried yet?
16661,Love is all fun and games until someone loses an eye or gets pregnant.
16662,Genetically modified fruit never ceases to amaze me. Check out this unnaturally large melon. Ah, it's not a melon. It's a grape.
16663,I think Inception really hit home with me because it's basically a story about sleeping.
16664,'My boobs fall to the side when I lay down' is the new 'my boobs are real.'
16665,"Your days are numbered!" - inventor of the calendar, joyously announcing his accomplishment
16666,If a movie is ever titled Reception, we know it won't be starring AT&T.; Am I right? Up top!
16667,"Dad!" my shit says, right before I flush it.
16668,Anyone know if Hallmark makes a "Sorry about your miscarriage, but it was my first time playing Bocce Ball" card?
16669,I figure that its safe to ask. How are those New Year's resolutions going?
16670,I accidentally arrived at work five minutes early today. Speeding CAN be dangerous, kids.
16671,Can you guys give me the names of some famous athletes and prisoners? I'm making a pros and cons list.
16672,Loved Inception. It took me to exotic places I could never visit in real life, like the first class cabin of an airplane.
16673,Just saw that I have one unheard message and I didn't even see my phone ring. I hope it's not: a) Work related b) Mel Gibson
16674,If you're happy and you know it, you're self aware!
16675,Having a talk about drugs with my 11 yr old, and she said "If I'm going to do anything, it will be hot boys." I think I just had a stroke.
16676,Which is the worst career choice? Dentistry in Britain? Nutritionist in the Midwest? North Pole stripper during an antifreeze shortage?
16677,If it looks like a douchebag, and smells like a douchebag, then I must be walking by an Abercrombie & Fitch store.
16678,WHO LET THE CATS OUT? Mew. Mew. Mew. Mew. WHO LET THE CATS OUT? Mew. Mew. MRRROOW! HSSSSS! MRRROOW! HSSSSS! FUCK! HE'S AN INSIDE CAT!
16679,Note: September 2, 2010 will be 90210. Plan jokes accordingly.
16680,I dropped my iPhone in water and now I'm unable to make phone calls. So basically it's the same as it was before.
16681,Cleaning out the garage, I found some things I didn't even realize I had. Like a tent, a new printer, and a fourth kid.
16682,Sometimes I watch Spike TV just to be reassured that I'm not even close to being the biggest asshole in the world.
16683,You people from the internet freak me the fuck out.
16684,There's a fox in our garden! I mean a real fox, not a sexy person! Although, I am also now in the garden. There are two foxes in our garden!
16685,Off is the general direction in which I wish you would fuck.
16686,Spending a day at the beach is awesome when I dress the ugly girls with my eyes.
16687,Only use "extra virgin" to describe olive oil that doesn't even think about fucking.
16688,Aerosmith guitarist Joe Perry was *rear ended* this morning. Now I understand why he Walks This Way.
16689,I bet Edward Scissorhands is very much afraid of Edward Rockhands.
16690,Why was 6 afraid of 7? Because 7 ate 9. 7 also got herpes from 14 and stabbed 23 through 30 in a gang fight.
16691,BREAKING: Mel Gibson will reprise his role in the sequel to 'What Women Want'. The sequel will be called 'What Stupid Fucking Whores Want'.
16692,Bad news. I just held a test strip in my Twitter stream, and it turns out you're all pregnant.
16693,Reading the three bears to the boys and six says,"Goldilocks slept in every bed!" "Son.That's the meaning of life. Only date brunettes"
16694,I have a life besides Twitter. Like this one time that I take a walk into the woods but then realize there was no wifi & I began to panic.
16695,I hear they finally plugged Bristol Palin. Oh, the other BP. Ok, I'll shut up now.
16696,Playboy bunnies are weird. Who decided that women look sexier dressed up as half-human half-rabbit monsters?
16697,Ever find yourself masturbating and realize that you've already watched this episode of Trading Spaces?
16698,She wants to know what I accomplished on my day off, but when I show her she yells at me for not flushing. Marriage is hard.
16699,is thinking that with their track record, buying condoms at a BP station is just taking too big a risk!
16700,BlackBerry: being significantly less obvious than a magazine to carry into the office shitter since 2002.
16701,Tiger is wearing a summery pink top with black trousers during his opening round at The Open. He's so getting laid tonight
16702,My mom let the street raise me, which is why the only things I'm really good at are letters, numbers, and talking like Cookie Monster.
16703,Sarah Palin used "refudiate" in a sentence. I think she needs to studiate her vocabulade before she pontifitalks on the televade.
16704,My misery likes tequila, not company.
16705,News report: Al-Qaida training monkeys to use AK-47s in battle. Not only is that scary, it's pretty much the coolest thing I've ever heard.
16706,I just ordered a cup of coffee from a BP gas station. The attendant spilled it. Why am I not surprised?
16707,If i could have any super power, i'd pick the ability to lure kids into my truck without giving them candy i spent my hard earned money on.
16708,I hope the members of Chumbawmba have those Life Alert bracelets, you know, in case they finally can't get up again.
16709,When a relationship becomes too much work can you outsource the work to China?
16710,So glad the new phone book arrived, because I hate texting the wrong number from the rotary phone in my Ford Model T.
16711,A woman with an abnormally hyperactive sex drive is called a nymphomaniac. A man with the same condition is called a man
16712,The problem with being an alcoholic time traveller is not being able to remember a single thing about tomorrow.
16713,I bet it really confuses poor Forrest Gump to see Lt. Dan on TV solving crimes in New York.
16714,Eating a banana faster to try and hide it only makes you look even more gay.
16715,I believe in God and have a sense of humor about it. But when you insist that makes me an idiot, you sound as tolerant as Mel Gibson.
16716,Ah Twitter, never have so many said so much that mattered so little to so few.
16717,Dear Apple, Sorry to hear that you're still figuring out how cell phones work.
16718,Hey Journey, I stopped believing. What now?
16719,Why hasn't anyone invented alcohol that acts as birth control too?
16720,They say eating when you're bored is one of the worst things you can do but I think shooting kangaroos is at least equally bad.
16721,Today I extended an olive branch to my enemy. As hard as I could and right in the eye.
16722,OLD SPICE: BECAUSE YOU WANT TO SMELL LIKE VICTORIA BECKHAM
16723,If you're watching a Cops rerun and realize you've already seen that episode, you're officially no better than anyone on the show.
16724,Five. Five dollar. Five dollar (and thirty five cents sales tax) footlong.
16725,Is it gay if a male doctor feels your balls while looking you deep in your eyes and isn't really a doctor but is just some guy at Target?
16726,My cat doesn't listen to a word I say. That's why the cell phone she made me buy her only has a text message plan.
16727,What they dont tell you, is that your sheets are actually made of Egyptians and Cotton.
16728,Why deal with the petty hassles of being in an actual relationship when you can watch Corona commercials and remember why you're single?
16729,No thanks CVS, I don't need a bag. I'll just wrap up my purchase in the 12 foot receipt you just gave me.
16730,I only have a beard so I can scratch it while I judge.
16731,Sorry for the absence, my tweeties. My hubs and kids cooked their own dinner, and I've been unfreezing hell with a blowtorch ever since.
16732,I bet other balls don't like Wiffle Balls because of their holier than thou attitude.
16733,What if sharks hug with their mouths? Just sayin.
16734,My neighbour told me I'd left my lights on. I told her she'd left her big nose on.
16735,Monday mornings shouldn't start until noon.
16736,When you mount a gun rack above your desk, it's surprising how many PowerPoint presentations you simply don't have to see.
16737,Can someone throw Kevin Bacon in the freezing Artic waters and give him hypothermia? I NEED this six degrees of Kevin Bacon joke.
16738,When the guy at the liquor store offered to throw in some ketchup packets, I automatically said yes. Still not sure why.
16739,In Massachusetts you can't buy liquor before noon on Sundays. But bless your raging alcoholic heart for trying.
16740,Babies are really expensive, which is why all the ones in Babies R Us don't have price tags.
16741,my girlfriend folded the corner on a page of my new book, rather than use a bookmark. so i gently folded her credit card, until it snapped.
16742,I'm not in favour of student loans. I think people should get their own student.
16743,You haven't lived until you've tried to make a bed and the sheets get caught by a ceiling fan and destroy all lamps in the room
16744,spit your drink at the person sitting across from you and tell them it's because you were laughing at this.
16745,So many babies. So little ketchup.
16746,Just got back in the USA, I heard something about a party here? I don't know, there's a song about it and everything.
16747,Ancestry.com: The southern version of eHarmony.
16748,If Kevin Bacon ever killed someone, the best a prosecutor could probably do is convict him of 6th degree murder.
16749,Whoever said money doesn't grow on trees obviously never sold marijuana.
16750,I drive an Audi to compensate for my innie.
16751,a few things i notice while on pain killers: i don't blink, unicorns talk too fast & i can remove my right leg at the hip.
16752,The early bird gets the worm. But the rest of the birds can get McGriddles until 10:30.
16753,Curiosity microwaved the cat.
16754,Before 9 AM on a workday, "Do Not Disturb" and "Donut Disturb" should mean the same thing.
16755,Is anyone on Twitter named Sarah Connor? If so, where do you live? Nothing to worry about, just a simple survey for my neural net processor.
16756,HISTORICAL FACT: I moved to Miami too, but I didn't make such a big fucking deal about it.
16757,Seriously Alejandro, stop calling Gaga. I think she's made it pretty clear she's not interested and frankly you can do better.
16758,I love you all so much right now because alcohol.
16759,It's been a brutal heatwave with no respite, but things will finally cool off tomorrow and rain. I can't wait to complain about that.
16760,I feel a little bad about peeing in the pool my children swim in, but margaritas.
16761,BREAKING NEWS: Miami Heat joins LeBron James.
16762,Can someone please check on Cleveland? I'm concerned because they've been in the bathroom a long time.
16763,If you were playing a drinking game where you took a sip every time they said "Lebron," you'd die.
16764,When life hands you melons, you know you're dyslexic.
16765,MEL GIBSON: HE'LL ONLY HIT YOU IF YOU FUCKING DESERVE IT. THAT'S THE MEL GIBSON PROMISE.
16766,The cat's in the cradle....OMG. It ate the baby.
16767,Just read that California leads the nation in depression cases and adultery. What a sad state of affairs.
16768,My husband asked if I've heard of Justin Bieber. Then he hooked up the horse and plowed the back 40 because he's Amish, apparently.
16769,Saw a coworker washing a banana in the sink and wondering what she did with it.
16770,You auto complete me.
16771,There's a party in my pants and everyone's invited but nobody ever shows up. I wish my pants would stop throwing parties. It's humiliating.
16772,"Sir, the good news is that your colon looks great. Maybe even the best I've ever seen. The bad news is that I'm just a hobo with a hobby."
16773,You're all great. Or suck. Actually I'm going to need you to sort yourselves into two orderly rows.
16774,Anyone who thinks Megan Fox is the hottest thing ever has obviously never left Pizza Rolls in too long.
16775,"See you tomorrow"? I do NOT go to Wendy's every day, Wendy's Lady. Check yourself.
16776,It's not stalking if you don't put it in park.
16777,Life handed me lemonade, but I was too busy around the corner captivated by how fudge is made.
16778,A photo caption in the paper this am "Bertha the ostrich take a break." A break from what? Ostriching?
16779,Different religions can be really strict about adherence to their principles. I hate anal sects.
16780,If at first I don't succeed, I've already met my wife's expectations.
16781,I've lost most of my hearing, but it's okay because it turns out the only thing people say to me is "nothing, nevermind."
16782,Kevin Bacon likes to play Six Degrees of Everybody Else.
16783,When dared to pull someone's finger, make sure you're not in a restroom & that it's indeed a finger you've been asked to pull.
16784,Justin Bieber songs are much more enjoyable when you replace the word "girl" with "gerbil".
16785,To the guy that called twice at 4am, here's your score: Used correct numbers (A+) Dialed numbers in correct order (F-)
16786,I just molested myself. I said no, but I knew I wanted it.
16787,Another sequel in the "The Fast and the Furious" series was announced today. We can only assume it will be called: "5 Fast 5 Furious".
16788,I just can't stay mad at Monday when it happens to be a day off from work.
16789,Psychic porn stars always see it coming.
16790,Nobody gets treated worse than a McDonald's worker who gets an order wrong. "Um this was SUPPOSED to be a LARGE fry! UnFUCKINGbelievable!"
16791,True Fact: If you write a suicide note that rhymes, it also works as a country-western song.
16792,Hey, dude who's still lighting fireworks at midnight, nobody would notice a couple of gunshots right now.
16793,It could be the Vodka talking but I used to be a potato.
16794,is a cat supposed to shit more than i shit? asking for a cat that shits more than i shit.
16795,Because of my thyroid condition, my parents made me join a support group as a kid. This one time, at gland camp...
16796,Someone just suggested that I use Mapquest. I suggested that he use a rotary phone.
16797,MAXIM MAGAZINE: BECAUSE YOU'RE TERRIFIED OF NIPPLES
16798,Happy Independence Day Except For Slaves Day!
16799,My nephew: "Sometimes it gets puffy and I can't pee" Me: "Yeah, unfortunately when you get older it gets puffy and you can't think"
16800,Having correctly predicted the vampire craze, I now boldly predict the next pop culture phenomenon. Butlers.
16801,I hate when kangaroos say they're going to "hop in the shower" and expect you to laugh like you've never heard it before.
16802,AT&T; always treats me like I have no shirt and no shoes.
16803,Where in the world is Comic Sans, Diego?
16804,Paraguay-Uraguay in the final would be so guay.
16805,Holland break FIFA rules by accidentally scoring against Brazil
16806,Hope they send us home early; I'm not sure how much longer I can pretend to work today.
16807,I am under: paid, pressure, followed, rated, the gun, the radar, the influence, the weather and the wrong impression.
16808,I put the short word in the slightly longer word.
16809,Dear 70 year old man with the ponytail: stop it.
16810,Hey ladies, if you don't want me staring at your tattoos, maybe you should lock your front door before showering.
16811,I think my Waffle House waitress moonlights with AT&T; because I'm getting absolutely no service.
16812,Technically, all vehicles are time machines.
16813,Not to brag, but I still fit into the low self-esteem I wore in high school.
16814,I drank 2 energy drinks to keep me aware while I drive but the only thing I'm aware of now is how many inanimate objects have jazz hands.
16815,"Last Airbender" got a 6% on 'Rotten Tomatoes.' Do you know how bad a film has to be to get below 15%? "2 Girls 1 Cup" got an 18%.
16816,If "Precious" is based on the novel by Sapphire, "Twilight" is based on the catalog by Abercrombie & Fitch
16817,Trying to nurture my inner bully to stay motivated. So far, all I've succeeded in doing is stealing my own lunch money.
16818,With the exchange rate, Canadians only have 120 characters on Twitter. So we have less room to be clever than Ameri
16819,Pamela Anderson turns 43 today but her tits are barely old enough to buy a drink in this city.
16820,Canada day isn't about cheap jokes, you guys. You're forgetting what the holiday is all aboot.
16821,Well this beer isn't going to throw itself up.
16822,The way I see it, each lap I make around Costco's frozen food section should work off each sample I get from the ice cream sandwich lady.
16823,Life is like a box of idiots.
16824,On Canada Day, I like to say "HAPPY CANADA DAY!" to people. But quietly. And from a distance. I don't want to be a bother.
16825,Charlie Sheen's real name is Carlos Irwin Estevez. Related: Everything you think you know is a lie.
16826,I actually loved the Twilight: Eclipse movie until I realized I was actually in an alley drunk watching two cats fight over a dead mouse.
16827,Just started a new job and apparently they use the word work less figuratively than I do.
16828,They should sell flags for fake countries so people can burn them without offending anyone.
16829,Life called: They're all out of lemons. It's over.
16830,Does anyone know if it's worth signing up for this sex offender registry? Will I learn any new moves or techniques?
16831,why does looking at animals covered in oil make me sad, but looking at animals covered in oil and deep-fried make me hungry?
16832,Reading popular baby names. Once again, Adolf is nowhere to be found.
16833,Judge gave man 60 yrs in Craigslist rape case & affirmed it's NOT ok to contact him with services or other commercial interests.
16834,Remember when vampires didn't sparkle, and you killed them rather than french kissed them.
16835,In a tragic sexting typo, I typed the word "blobjob". Now she's coming over and I have no idea what I'm in for...
16836,Lance Armstrong revealed this Tour De France will be his last, again. Not even Brett Favre believes him anymore.
16837,"Kill two birds with one stone." When in history was there a surplus of birds and a shortage of stones?
16838,Don't judge a man until you walk a mile in his shoes. Unless he wears Crocs. You just know he's a total douche jacket at that point.
16839,a boy died in a microwave while playing hide and seek...silly kids these days pretending to be hot pockets
16840,Before sliced bread there was no greatest thing.
16841,Fool me once shame on you. Fool me twice shame on you. Fool me three times shame on you. It's always going to be you. It's NEVER me.
16842,"I'm sooo wasted," said My Opportunities.
16843,If I were a rat, I wouldn't give my ass either.
16844,Sometimes during sex I accidentally say "I love you too, brown paper bag smiley face."
16845,This apple tastes terrible. It must be the way I'm holding it.
16846,Trying not to ask my blind roommate if he masturbated too much.
16847,Me: I get most of my tweeting material from you son. 9: I'm glad I expire you. Me: See what I mean.
16848,If I could really LMAO, I could get into these jeans my mom has saved for me since high school.
16849,wander ten miles over the German border, shoot everybody in sight and then claim you were never over the line
16850,The Wife just accused me of loving Twitter more than her. I said, "but honey! I love you much more than Facebook or LinkedIn!"
16851,The nice thing about being a girl is OH MY FUCKING GOD THERE'S A BAT IN THE HOUSE, HONEY, GET IT! GET IT!
16852,Ugh. It's bath time again and I always forget if you wash the baby on 'delicates' or 'permanent press'.
16853,Boy, is my face red! Fingering a suspect means something totally different at the police station, you guys.
16854,Watching a Sarah McLachlan concert on TV on a Saturday night. It's funny, this wasn't on my bucket list yet I feel so close to actual death.
16855,If life hands you lemons, ask it why it has hands.
16856,Pollinator? I barely even nectar!
16857,Never assume anything but the position.
16858,I'm a really down to earth guy because, you know, gravity.
16859,I'm sorry. I had your Sharona confused with mine.
16860,I think I left popcorn in the microwave too long and now it tastes funny. related: popcorn is my cat's name.
16861,Bieber fever begins with a rash on your gentials that quickly spreads to the brain.
16862,It's impossible to describe why u are angry at a parent without sounding like a lunatic. "They wanted me to eat salad! Can u believe that?"
16863,According to scientists, the Gulf of Mexico may never recover from the spill. It's true what they say: once you go black, you never go back.
16864,My coworker loses her keycard so much she just legally changed her name to Guest Badge.
16865,Like a hooker at a truck stop, Twitter goes down every Friday.
16866,I'm sorry I ran over your dog but in my defense I was texting! You're being awfully judgemental for someone who can't even see.
16867,Whenever I hear the phrase "Power of Attorney" I always imagine someone being bitten by a radioactive lawyer.
16868,Some people should be recalled.
16869,I like messing with Texas by calling random numbers in Houston and telling them I have a problem.
16870,My car's tank is on E and I'm still driving... Call me crazy, but I think I just beat the system!
16871,curiousity killed the cat but it also got my penis stuck in the vacuum
16872,In retrospect, when you look back at your own tweets, you cannot help but think how narcissistic you sound.
16873,I could literally eat every day and not get sick of it.
16874,Do girls in Asia get tattoos in English on their backs?
16875,There are 60 cities in China with populations over 1 million. SIXTY. All they do is fuck.
16876,I like to put Aunt Jemima next to the Uncle Ben in my pantry. I'm hoping for a love connection.
16877,Don't worry, officer, this isn't my blood. Really, stop searching me! I feel fine!
16878,So how does this work now? Does General McChrystal have to give up his Foursquare "Mayor specials" in Kandahar?
16879,Unlike Rick Astley, this tweet is likely to let you down.
16880,People who continually put the toilet paper roll in backwards are evolutionary dead-ends, like the Neanderthal.
16881,I just set Twitter to post to Facebook, and Facebook to tweet to Twitter... So the internet should explode any minute now.
16882,There's no "shame" in "glitter", but there's shame and glitter on me.
16883,I appreciate the lemons, but wasn't one of you supposed to teach me how to fish by now?
16884,Hump day without humping is significantly less fun.
16885,not doing the peanut butter and the penis trick with the dog anymore. My son caught me and wants to know why my face is in the dog's crotch
16886,twitter is obviously Japanese, it wants us to hate whales as much as it does
16887,If any one is starting a band, let me know, I'm really good at taking pictures while looking off in the distance.
16888,Why is sleep only fun when you're supposed to be awake?
16889,Vampires, if I want to be jabbed with a body part, teeth are not my 1st choice. Also, I have plenty of holes. No need to make new ones.
16890,People assume when I yawn that I've lost interest in what they have to say but truth be told, I was never interested.
16891,Don't tell them but... I write horrible things about illiterate people.
16892,A great thing about being single is never having to erase your history tab.
16893,how do I play farmville on this fuckin site? This fuckin blows
16894,I'm trying to ignore the subway mariachi band that's ruining my commute, but I should have refused to carpool with them in the first place.
16895,If we start referring to the oil spill as a "petrol spill" it sounds like an indie rock band and we can all just do drugs and chill.
16896,Now I ain't sayin she a gold digger. But she was messin wit some pretty elaborate gold mining equipment down by the river bed today.
16897,What if horses rode horses? And then THOSE horses rode MORE horses? Then it's like, whoa dude! Check out that big stack of horses!
16898,Any ideas for how I can repair some torn duct tape?
16899,College was the most expensive nap I ever took.
16900,First rule of thumb: Thumbs shouldn't have rules. That just makes no fucking sense.
16901,I just pissed like a horse. Not an easy stance, let me tell you.
16902,I'm tired of women touching and playing with it but no one wants to blow it. Damn vuvuzelas!
16903,MONDAY: BROUGHT TO YOU BY A GENEROUS GRANT FROM THE FUCK THIS SHIT FOUNDATION
16904,I bet the government is behind all these conspiracy theories.
16905,Love means never having to say youaTMre Canadian.
16906,Face down, ass up, that's the way babies often sleep. Adorable!
16907,my hate for filling up ice cube trays outweighs my love for cold beverages.
16908,Guess drunk? I'm what!
16909,I just dropped my BlackBerry! This must be similar to how mother's feel when they drop their infants.
16910,My OCD is so bad that, when someone falls asleep on a plane, I turn off their overhead light. And braid their hair.
16911,The best cure for male pattern baldness is a six-figure income.
16912,"Oh my god! That guy's dead! Oh wait, he's totally fine." (someone watching soccer for the first time)
16913,I'm all set for Friday night: got my mac 'n cheese dinner, 40 oz., 'Steel Magnolias' DVD, Twitter friends and tears.
16914,If a mime performs in the forest, and nobody is there to see him, it's all for the best.
16915,We're sneaking a couple 40s into Toy Story 3. We'll be the ones howling in the back anytime someone says, "Woody."
16916,Sometimes "4 star hotel" means 4 porn stars have stayed there. In the same room. At the same time. With a camera crew. And a goat.
16917,Bieberohhellnophobia: fear of accidentally listening to Justin Bieber song & not having the ability to rip own ears off #omgfacts
16918,According to FOX News, the Celtics lost because Obama did nothing to stop Kobe.
16919,If God didn't want me to scratch my ass he wouldn't have made it taste so good.
16920,Fuck you, Mike's. It's not "Lemonade for Grownups," it's Beer for Babies.
16921,Twitter has lost 90% of my tweets. Great! Now I've got nothing to show for the last two years. Nothing.
16922,i hope toy story 3 is about woody and buzz trying to save the asian child workers that made them.
16923,Stranger:"Your tag is sticking out" Me:"Does it say size 4?" Stranger:"Yes it does" Then don't touch it bitch,it's supposed to stick out
16924,The greatest trick the Devil ever played is where he touches my chest and says "What's that?" and I look down and he flicks my nose.
16925,Avoided a copay by having my annual physical at Antiques Roadshow. Clean bill of health, plus I found out I'm worth $150.
16926,Dogs can lick their balls and no one bats an eye lid but when I do it you're all like get the hell away from my dog?
16927,You say potato, I say put out, ho. Otherwise, I'm calling the whole thing off.
16928,My wife thinks I'm stupid for using Twitter so much. But I think she's stupid for marrying me, so I think we all know who won this argument.
16929,I now determine the days of the week based on Twitter. Is it Follow Friday yet?
16930,hate when people walk in on me naked! What's this world coming to when u can't get a moment to yourself at toy r us?
16931,Can I seriously not read Dr. Seuss books for free online? Very well. To my local library it is. #FreeVideosOfChicksEatingPooButNotFreeBooks?
16932,Google just returned 3,250,000,000 results for my search. Cancel my afternoon appointments.
16933,I had a dream about mufflers and tailpipes and woke up exhausted
16934,REMEMBER: It's not "drinking alone"...if your kids are in the car with you.
16935,Interesting fact - 80% of people inside a Radio Shack have no idea how they got there or how to get out.
16936,Getting to the point now where we should just try to get the water out of the oil.
16937,Some Mexican guy just tackled me & put silver/grey tape all over my belly then ran away... I was ab-duct-taped by an alien. (I'm so sorry)
16938,If you hold a SUV up to your ear, you can almost hear the sound of the ocean screaming.
16939,I was pleased with the first day of The World Cup, and even more pleased that it didn't turn into "2 Girls, 1 World Cup" as I had feared.
16940,When I want something a little healthier than an ice cream sandwich, I usually go for an ice cream salad.
16941,Hope the big twist in that new M. Night Shaymalan movie is that it doesn't suck.
